,title,artist,region,date,stream,Rank
20083,Entre Nosotros,"Tiago PZK, LIT killah",Peru,2021-10,2594924,4
20084,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,Peru,2021-10,2587512,5
20085,Qué Más Pues?,"J Balvin, Maria Becerra",Peru,2021-10,2518377,6
20086,Pepas,Farruko,Peru,2021-10,2504471,7
20087,Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",Peru,2021-10,2388653,8
20088,Volví,"Aventura, Bad Bunny",Peru,2021-10,2298988,9
20089,Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",Peru,2021-10,2099770,10
20090,Shape of You,Ed Sheeran,Philippines,2017-02,8245350,1
20091,Versace on the Floor,Bruno Mars,Philippines,2017-02,7898217,2
20092,Say You Won't Let Go,James Arthur,Philippines,2017-02,6622175,3
20093,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Philippines,2017-02,5507077,4
20094,That's What I Like,Bruno Mars,Philippines,2017-02,5215244,5
20095,Paris,The Chainsmokers,Philippines,2017-02,4993138,6
20096,"""How Far I'll Go - From """"Moana""""""",Alessia Cara,Philippines,2017-02,4042772,7
20097,Closer,"The Chainsmokers, Halsey",Philippines,2017-02,3939708,8
20098,Starving,"Hailee Steinfeld, Grey, Zedd",Philippines,2017-02,3805826,9
20099,Don't Wanna Know,"Maroon 5, Kendrick Lamar",Philippines,2017-02,3759333,10
20100,Shape of You,Ed Sheeran,Philippines,2017-05,5348002,1
20101,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Philippines,2017-05,5280241,2
20102,Something Just Like This,"The Chainsmokers, Coldplay",Philippines,2017-05,4757314,3
20103,That's What I Like,Bruno Mars,Philippines,2017-05,4733207,4
20104,Stay (with Alessia Cara),Zedd,Philippines,2017-05,3874095,5
20105,Symphony (feat. Zara Larsson),Clean Bandit,Philippines,2017-05,3858830,6
20106,Say You Won't Let Go,James Arthur,Philippines,2017-05,3783536,7
20107,Attention,Charlie Puth,Philippines,2017-05,3507042,8
20108,Versace on the Floor,Bruno Mars,Philippines,2017-05,3396758,9
20109,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Philippines,2017-05,3374253,10
20110,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Philippines,2017-07,8355364,1
20111,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Philippines,2017-07,5555150,2
20112,Strip That Down,"Liam Payne, Quavo",Philippines,2017-07,4621801,3
20113,Mama,"Jonas Blue, William Singe",Philippines,2017-07,4475093,4
20114,Attention,Charlie Puth,Philippines,2017-07,3952626,5
20115,Shape of You,Ed Sheeran,Philippines,2017-07,3845720,6
20116,There for You,"Martin Garrix, Troye Sivan",Philippines,2017-07,3651485,7
20117,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,Philippines,2017-07,3553135,8
20118,Something Just Like This,"The Chainsmokers, Coldplay",Philippines,2017-07,3542570,9
20119,2U (feat. Justin Bieber),David Guetta,Philippines,2017-07,3464625,10
20120,I Don't Care (with Justin Bieber),Ed Sheeran,Philippines,2019-06,6182435,1
20121,"""A Whole New World (End Title) - From """"Aladdin""""""","ZAYN, Zhavia Ward",Philippines,2019-06,5831107,2
20122,Kill This Love,BLACKPINK,Philippines,2019-06,4746234,3
20123,comethru,Jeremy Zucker,Philippines,2019-06,4689848,4
20124,Sana,I Belong to the Zoo,Philippines,2019-06,4627648,5
20125,Bagay Tayo,ALLMO$T,Philippines,2019-06,4360275,6
20126,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,Philippines,2019-06,4139394,7
20127,If I Can't Have You,Shawn Mendes,Philippines,2019-06,4098140,8
20128,Sa Susunod Na Lang,"PDL, Skusta Clee, Yuri",Philippines,2019-06,4045985,9
20129,Hindi Na Nga,This Band,Philippines,2019-06,3947891,10
20130,drivers license,Olivia Rodrigo,Philippines,2021-02,7651565,1
20131,Heartbreak Anniversary,Giveon,Philippines,2021-02,6382356,2
20132,At My Worst,Pink Sweat$,Philippines,2021-02,6003015,3
20133,Dance With You,"Skusta Clee, Yuridope",Philippines,2021-02,5441288,4
20134,Paubaya,Moira Dela Torre,Philippines,2021-02,5093970,5
20135,Panalo (Trap Cariñosa),Ez Mil,Philippines,2021-02,4627622,6
20136,Copines,Aya Nakamura,Philippines,2021-02,4590608,7
20137,Dynamite,BTS,Philippines,2021-02,4381402,8
20138,34+35,Ariana Grande,Philippines,2021-02,4277281,9
20139,Life Goes On,BTS,Philippines,2021-02,3711854,10
20140,STAY (with Justin Bieber),The Kid LAROI,Philippines,2021-09,8742859,1
20141,Here's Your Perfect,Jamie Miller,Philippines,2021-09,7273835,2
20142,double take,dhruv,Philippines,2021-09,6543474,3
20143,LALISA,LISA,Philippines,2021-09,5899143,4
20144,I GUESS I'M IN LOVE,Clinton Kane,Philippines,2021-09,5500309,5
20145,traitor,Olivia Rodrigo,Philippines,2021-09,5366489,6
20146,Paraluman,Adie,Philippines,2021-09,5061884,7
20147,Life Goes On,Oliver Tree,Philippines,2021-09,5035661,8
20148,To the Bone,Pamungkas,Philippines,2021-09,4929074,9
20149,Ikaw Lang,NOBITA,Philippines,2021-09,4828856,10
20150,TOKYO2020,"Quebonafide, Taco Hemingway",Poland,2020-04,3995583,1
20151,BUBBLETEA,"Quebonafide, Duit, Daria Zawiałow",Poland,2020-04,3913394,2
20152,SZUBIENICAPESTYCYDYBROŃ,Quebonafide,Poland,2020-04,3902807,3
20153,ASPARTAM,"Quebonafide, Mata",Poland,2020-04,2924081,4
20154,NIEPŁACZĘPONOTREDAME,"Quebonafide, Bedoes",Poland,2020-04,2855080,5
20155,GAZPROM,"Quebonafide, Sokół, Czarny HIFI",Poland,2020-04,2794875,6
20156,Blinding Lights,The Weeknd,Poland,2020-04,2388663,7
20157,ŚWIATTOMÓJPLACZABAW,"Quebonafide, Sentino",Poland,2020-04,2278693,8
20158,TĘSKNIĘZASTARYMKANYE,"Quebonafide, Natalia Szroeder",Poland,2020-04,2160384,9
20159,AJETLAGTOMÓJNOWYDRAG,"Quebonafide, Kiełas",Poland,2020-04,2090592,10
20160,Kiss cam (podryw roku),Mata,Poland,2021-08,7474032,1
20161,Disney,Kizo,Poland,2021-08,6021307,2
20162,Jungle Girl,"Young Leosia, Żabson",Poland,2021-08,5780731,3
20163,La la la (oh oh),"Mata, White 2115",Poland,2021-08,5462836,4
20164,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",Męskie Granie Orkiestra 2021,Poland,2021-08,5306070,5
20165,Puerto Bounce,"Żabson, Kizo, ZetHa, Vladimir Cauchemar",Poland,2021-08,4095021,6
20166,etc. (na disco),sanah,Poland,2021-08,4093464,7
20167,I WANNA BE YOUR SLAVE,Måneskin,Poland,2021-08,3462246,8
20168,Bad Habits,Ed Sheeran,Poland,2021-08,3439601,9
20169,STAY (with Justin Bieber),The Kid LAROI,Poland,2021-08,3340857,10
20170,Despacito (Featuring Daddy Yankee),Luis Fonsi,Portugal,2017-05,757646,1
20171,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Portugal,2017-05,710688,2
20172,Shape of You,Ed Sheeran,Portugal,2017-05,689158,3
20173,Amar Pelos Dois,Salvador Sobral,Portugal,2017-05,670338,4
20174,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Portugal,2017-05,668921,5
20175,HUMBLE.,Kendrick Lamar,Portugal,2017-05,646145,6
20176,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Portugal,2017-05,614159,7
20177,There's Nothing Holdin' Me Back,Shawn Mendes,Portugal,2017-05,529060,8
20178,Something Just Like This,"The Chainsmokers, Coldplay",Portugal,2017-05,508082,9
20179,Stay (with Alessia Cara),Zedd,Portugal,2017-05,500883,10
20180,Attention,Charlie Puth,Portugal,2017-06,629467,1
20181,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Portugal,2017-06,609567,2
20182,Unforgettable,"French Montana, Swae Lee",Portugal,2017-06,599456,3
20183,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Portugal,2017-06,575193,4
20184,Shape of You,Ed Sheeran,Portugal,2017-06,564581,5
20185,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Portugal,2017-06,560404,6
20186,Despacito (Featuring Daddy Yankee),Luis Fonsi,Portugal,2017-06,558213,7
20187,2U (feat. Justin Bieber),David Guetta,Portugal,2017-06,534506,8
20188,There's Nothing Holdin' Me Back,Shawn Mendes,Portugal,2017-06,525767,9
20189,HUMBLE.,Kendrick Lamar,Portugal,2017-06,524673,10
20190,Devia Ir,Wet Bed Gang,Portugal,2018-10,1074090,1
20191,O Bebê,"MC Kevinho, MC Kekel",Portugal,2018-10,892247,2
20192,Cafeína,"Dj Dadda, Plutónio",Portugal,2018-10,877347,3
20193,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Portugal,2018-10,819839,4
20194,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Portugal,2018-10,636242,5
20195,Happier,"Marshmello, Bastille",Portugal,2018-10,620953,6
20196,Lucid Dreams,Juice WRLD,Portugal,2018-10,616144,7
20197,Better,Khalid,Portugal,2018-10,542699,8
20198,NÓS2 (feat. Deezy),Bispo,Portugal,2018-10,537585,9
20199,Natural,Imagine Dragons,Portugal,2018-10,534997,10
20200,Tou Bem (feat. Lhast),ProfJam,Portugal,2019-01,817505,1
20201,Shallow,"Lady Gaga, Bradley Cooper",Portugal,2019-01,732137,2
20202,Without Me,Halsey,Portugal,2019-01,726915,3
20203,Devia Ir,Wet Bed Gang,Portugal,2019-01,643005,4
20204,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",Portugal,2019-01,615128,5
20205,"thank u, next",Ariana Grande,Portugal,2019-01,601468,6
20206,MIA (feat. Drake),Bad Bunny,Portugal,2019-01,597764,7
20207,Agora é Tudo Meu,"DENNIS, MC Kevinho",Portugal,2019-01,577185,8
20208,Happy Day,"Deejay Telio, Deedz B",Portugal,2019-01,573772,9
20209,Better,Khalid,Portugal,2019-01,566128,10
20210,Bairro,Wet Bed Gang,Portugal,2019-05,1153637,1
20211,Meu Deus,Plutónio,Portugal,2019-05,829162,2
20212,Sushi,Nenny,Portugal,2019-05,825763,3
20213,1 de Abril,Plutónio,Portugal,2019-05,815516,4
20214,bad guy,Billie Eilish,Portugal,2019-05,809954,5
20215,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Portugal,2019-05,737277,6
20216,Tou Bem (feat. Lhast),ProfJam,Portugal,2019-05,725565,7
20217,I Don't Care (with Justin Bieber),Ed Sheeran,Portugal,2019-05,692704,8
20218,À Vontade (feat. Fínix MG),ProfJam,Portugal,2019-05,650712,9
20219,After Party,"Deejay Telio, Deedz B",Portugal,2019-05,624430,10
20220,Señorita,"Shawn Mendes, Camila Cabello",Portugal,2019-07,1462413,1
20221,Sentimento Safari,Julinho Ksd,Portugal,2019-07,935082,2
20222,I Don't Care (with Justin Bieber),Ed Sheeran,Portugal,2019-07,904261,3
20223,Bairro,Wet Bed Gang,Portugal,2019-07,877730,4
20224,1 de Abril,Plutónio,Portugal,2019-07,723374,5
20225,Loco Contigo (with J. Balvin & Tyga),"DJ Snake, J Balvin",Portugal,2019-07,721402,6
20226,bad guy,Billie Eilish,Portugal,2019-07,658640,7
20227,Beautiful People (feat. Khalid),Ed Sheeran,Portugal,2019-07,657043,8
20228,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Portugal,2019-07,655818,9
20229,Meu Deus,Plutónio,Portugal,2019-07,652564,10
20230,Toosie Slide,Drake,Portugal,2020-05,1161302,1
20231,Blinding Lights,The Weeknd,Portugal,2020-05,996360,2
20232,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Portugal,2020-05,969659,3
20233,Roses - Imanbek Remix,SAINt JHN,Portugal,2020-05,853881,4
20234,Tempo,"FRANKIEONTHEGUITAR, T-Rex, LON3R JOHNY, Bispo",Portugal,2020-05,805583,5
20235,ROCKSTAR (feat. Roddy Ricch),DaBaby,Portugal,2020-05,718980,6
20236,death bed (coffee for your head),"Powfu, beabadoobee",Portugal,2020-05,699933,7
20237,The Box,Roddy Ricch,Portugal,2020-05,695887,8
20238,Tudo no Sigilo (Vytinho NG e Bianca),Vytinho NG,Portugal,2020-05,692748,9
20239,Blueberry Faygo,Lil Mosey,Portugal,2020-05,664102,10
20240,7 rings,Ariana Grande,Romania,2019-02,337204,1
20241,bury a friend,Billie Eilish,Romania,2019-02,254233,2
20242,"break up with your girlfriend, i'm bored",Ariana Grande,Romania,2019-02,246385,3
20243,Wow.,Post Malone,Romania,2019-02,231193,4
20244,Without Me,Halsey,Romania,2019-02,177843,5
20245,Dancing With A Stranger (with Normani),Sam Smith,Romania,2019-02,142109,6
20246,MIDDLE CHILD,J. Cole,Romania,2019-02,141764,7
20247,a lot,21 Savage,Romania,2019-02,139030,8
20248,Happier,"Marshmello, Bastille",Romania,2019-02,135893,9
20249,Shallow,"Lady Gaga, Bradley Cooper",Romania,2019-02,132807,10
20250,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Romania,2020-05,396629,1
20251,Roses - Imanbek Remix,SAINt JHN,Romania,2020-05,352632,2
20252,Toosie Slide,Drake,Romania,2020-05,280750,3
20253,Blinding Lights,The Weeknd,Romania,2020-05,276758,4
20254,HIGHEST IN THE ROOM,Travis Scott,Romania,2020-05,254547,5
20255,GOOBA,6ix9ine,Romania,2020-05,253700,6
20256,The Box,Roddy Ricch,Romania,2020-05,248300,7
20257,SICKO MODE,Travis Scott,Romania,2020-05,226311,8
20258,goosebumps,Travis Scott,Romania,2020-05,226122,9
20259,Blueberry Faygo,Lil Mosey,Romania,2020-05,222395,10
20260,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",Romania,2020-06,316773,1
20261,Roses - Imanbek Remix,SAINt JHN,Romania,2020-06,296762,2
20262,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Romania,2020-06,261817,3
20263,Blinding Lights,The Weeknd,Romania,2020-06,252660,4
20264,GOOBA,6ix9ine,Romania,2020-06,237405,5
20265,ROCKSTAR (feat. Roddy Ricch),DaBaby,Romania,2020-06,237323,6
20266,Stai,"Killa Fonic, Nane",Romania,2020-06,236509,7
20267,Toosie Slide,Drake,Romania,2020-06,223365,8
20268,HIGHEST IN THE ROOM,Travis Scott,Romania,2020-06,216940,9
20269,TKN (feat. Travis Scott),ROSALÍA,Romania,2020-06,201534,10
20270,I WANNA BE YOUR SLAVE,Måneskin,Romania,2021-06,641197,1
20271,ZITTI E BUONI,Måneskin,Romania,2021-06,568412,2
20272,Beggin',Måneskin,Romania,2021-06,544021,3
20273,MONTERO (Call Me By Your Name),Lil Nas X,Romania,2021-06,424546,4
20274,good 4 u,Olivia Rodrigo,Romania,2021-06,382496,5
20275,CORALINE,Måneskin,Romania,2021-06,365315,6
20276,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",Romania,2021-06,293404,7
20277,Astronaut In The Ocean,Masked Wolf,Romania,2021-06,251397,8
20278,Levitating (feat. DaBaby),Dua Lipa,Romania,2021-06,243131,9
20279,Kiss Me More (feat. SZA),Doja Cat,Romania,2021-06,237922,10
20280,Al Mafrood,Aseel Hameem,Saudi Arabia,2019-06,956027,1
20281,bad guy,Billie Eilish,Saudi Arabia,2019-06,354305,2
20282,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Saudi Arabia,2019-06,334569,3
20283,Sah Alnomaa,Husam Al Rassam,Saudi Arabia,2019-06,302019,4
20284,Waed Menni,Rahma Riad,Saudi Arabia,2019-06,295679,5
20285,Believer,Imagine Dragons,Saudi Arabia,2019-06,251438,6
20286,rockstar (feat. 21 Savage),Post Malone,Saudi Arabia,2019-06,243921,7
20287,Without Me,Halsey,Saudi Arabia,2019-06,225710,8
20288,بلوه غيابك,Assala Al Magdi,Saudi Arabia,2019-06,218370,9
20289,Tholami,شيمي,Saudi Arabia,2019-06,210671,10
20290,Dance Monkey,Tones And I,Saudi Arabia,2020-01,729692,1
20291,نساني,Ali Arnoos,Saudi Arabia,2020-01,527610,2
20292,Warqa,Saif Amer,Saudi Arabia,2020-01,466542,3
20293,عائلة 25,ريكلس,Saudi Arabia,2020-01,375811,4
20294,Maktoob Ma Artah,Ahmed Al Maslawi,Saudi Arabia,2020-01,328368,5
20295,Falling,Trevor Daniel,Saudi Arabia,2020-01,303118,6
20296,Al Mafrood,Aseel Hameem,Saudi Arabia,2020-01,242438,7
20297,The Box,Roddy Ricch,Saudi Arabia,2020-01,237039,8
20298,Ya Abyad Ya Eswed,Cairokee,Saudi Arabia,2020-01,197316,9
20299,Waed Menni,Rahma Riad,Saudi Arabia,2020-01,194289,10
20300,Astronaut In The Ocean,Masked Wolf,Saudi Arabia,2021-02,607905,1
20301,Hadal Ahbek,Issam Alnajjar,Saudi Arabia,2021-02,332305,2
20302,Yeshbahak Galbi,Aseel Hameem,Saudi Arabia,2021-02,317903,3
20303,أجمل غرامي,Abdullah Al Farwan,Saudi Arabia,2021-02,311887,4
20304,ليه الجفا,Abdullah Al Farwan,Saudi Arabia,2021-02,303701,5
20305,Snowman,Sia,Saudi Arabia,2021-02,261263,6
20306,Blinding Lights,The Weeknd,Saudi Arabia,2021-02,242218,7
20307,Whoopty,CJ,Saudi Arabia,2021-02,227999,8
20308,drivers license,Olivia Rodrigo,Saudi Arabia,2021-02,206147,9
20309,Save Your Tears,The Weeknd,Saudi Arabia,2021-02,195373,10
20310,Beggin',Måneskin,Saudi Arabia,2021-07,882736,1
20311,وش عذرك,Abdullah Al Farwan,Saudi Arabia,2021-07,659254,2
20312,MONTERO (Call Me By Your Name),Lil Nas X,Saudi Arabia,2021-07,544512,3
20313,اشكر جمالك,Abdullah Al Mukhles,Saudi Arabia,2021-07,517408,4
20314,ليه الجفا,Abdullah Al Farwan,Saudi Arabia,2021-07,437445,5
20315,Kiss Me More (feat. SZA),Doja Cat,Saudi Arabia,2021-07,428496,6
20316,الدنيا دوارة,بدر العزي,Saudi Arabia,2021-07,414643,7
20317,Another Love,Tom Odell,Saudi Arabia,2021-07,395350,8
20318,Astronaut In The Ocean,Masked Wolf,Saudi Arabia,2021-07,381888,9
20319,براڤو عليك,"Various Artists, Abdulaziz Louis, Bader AlShuaibi, Haneen Alkandari",Saudi Arabia,2021-07,360011,10
20320,Girls Like You (feat. Cardi B),Maroon 5,Singapore,2018-06,1403012,1
20321,Back To You,Selena Gomez,Singapore,2018-06,1088679,2
20322,no tears left to cry,Ariana Grande,Singapore,2018-06,946820,3
20323,Youngblood,5 Seconds of Summer,Singapore,2018-06,945425,4
20324,2002,Anne-Marie,Singapore,2018-06,903237,5
20325,FAKE LOVE,BTS,Singapore,2018-06,900909,6
20326,DDU-DU DDU-DU,BLACKPINK,Singapore,2018-06,884706,7
20327,Solo (feat. Demi Lovato),Clean Bandit,Singapore,2018-06,844649,8
20328,Better Now,Post Malone,Singapore,2018-06,764374,9
20329,One Kiss (with Dua Lipa),Calvin Harris,Singapore,2018-06,736498,10
20330,Kill This Love,BLACKPINK,Singapore,2019-04,2494243,1
20331,Boy With Luv (feat. Halsey),BTS,Singapore,2019-04,1681629,2
20332,bad guy,Billie Eilish,Singapore,2019-04,1288974,3
20333,Sucker,Jonas Brothers,Singapore,2019-04,1174010,4
20334,Don't Know What To Do,BLACKPINK,Singapore,2019-04,1119558,5
20335,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",Singapore,2019-04,1064975,6
20336,怎麼了,Eric Chou,Singapore,2019-04,995738,7
20337,i'm so tired...,"Lauv, Troye Sivan",Singapore,2019-04,930978,8
20338,7 rings,Ariana Grande,Singapore,2019-04,929801,9
20339,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Singapore,2019-04,832362,10
20340,drivers license,Olivia Rodrigo,Singapore,2021-02,1571432,1
20341,At My Worst,Pink Sweat$,Singapore,2021-02,1036091,2
20342,Save Your Tears,The Weeknd,Singapore,2021-02,931658,3
20343,Celebrity,IU,Singapore,2021-02,877774,4
20344,Heartbreak Anniversary,Giveon,Singapore,2021-02,786527,5
20345,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,Singapore,2021-02,700623,6
20346,34+35,Ariana Grande,Singapore,2021-02,647422,7
20347,positions,Ariana Grande,Singapore,2021-02,645219,8
20348,飞鸟和蝉,Ren Ran,Singapore,2021-02,632666,9
20349,Good Days,SZA,Singapore,2021-02,610265,10
20350,Havana,"Camila Cabello, Young Thug",Slovakia,2017-11,130831,1
20351,rockstar,"Post Malone, 21 Savage",Slovakia,2017-11,130595,2
20352,Wolves,"Selena Gomez, Marshmello",Slovakia,2017-11,122209,3
20353,What Lovers Do (feat. SZA),Maroon 5,Slovakia,2017-11,97375,4
20354,Dusk Till Dawn - Radio Edit,"ZAYN, Sia",Slovakia,2017-11,94176,5
20355,Too Good At Goodbyes,Sam Smith,Slovakia,2017-11,83738,6
20356,New Rules,Dua Lipa,Slovakia,2017-11,83717,7
20357,Stargazing,"Kygo, Justin Jesso",Slovakia,2017-11,81713,8
20358,Let You Down,NF,Slovakia,2017-11,80790,9
20359,Gucci Gang,Lil Pump,Slovakia,2017-11,79859,10
20360,In My Mind,"Dynoro, Gigi D'Agostino",Slovakia,2018-09,219242,1
20361,Lucky You (feat. Joyner Lucas),Eminem,Slovakia,2018-09,177492,2
20362,I Love It (& Lil Pump),Kanye West,Slovakia,2018-09,162597,3
20363,Natural,Imagine Dragons,Slovakia,2018-09,135252,4
20364,Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",Slovakia,2018-09,134901,5
20365,The Ringer,Eminem,Slovakia,2018-09,120895,6
20366,Happier,"Marshmello, Bastille",Slovakia,2018-09,111486,7
20367,Eastside (with Halsey & Khalid),benny blanco,Slovakia,2018-09,109786,8
20368,Fall,Eminem,Slovakia,2018-09,102146,9
20369,Greatest,Eminem,Slovakia,2018-09,92629,10
20370,bad guy,Billie Eilish,Slovakia,2019-04,254816,1
20371,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Slovakia,2019-04,125576,2
20372,Sucker,Jonas Brothers,Slovakia,2019-04,115898,3
20373,bury a friend,Billie Eilish,Slovakia,2019-04,114373,4
20374,Old Town Road,Lil Nas X,Slovakia,2019-04,107222,5
20375,wish you were gay,Billie Eilish,Slovakia,2019-04,104223,6
20376,7 rings,Ariana Grande,Slovakia,2019-04,102553,7
20377,Shallow,"Lady Gaga, Bradley Cooper",Slovakia,2019-04,101835,8
20378,Sweet but Psycho,Ava Max,Slovakia,2019-04,99442,9
20379,when the party's over,Billie Eilish,Slovakia,2019-04,97217,10
20380,Pumpa,"Ego, Sima, Ben Cristovao",Slovakia,2020-10,460961,1
20381,Zatmenie,"Ego, Stylko",Slovakia,2020-10,323585,2
20382,Mood (feat. iann dior),24kGoldn,Slovakia,2020-10,321402,3
20383,Fajn,"Ego, Momo",Slovakia,2020-10,272326,4
20384,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Slovakia,2020-10,237749,5
20385,Chief Rocka,"Ego, Haha Crew, Gleb, Rytmus",Slovakia,2020-10,226114,6
20386,Doug Demuro,Ego,Slovakia,2020-10,226075,7
20387,Head & Heart (feat. MNEK),Joel Corry,Slovakia,2020-10,223886,8
20388,Ex,"Ego, Pil C",Slovakia,2020-10,219610,9
20389,HAWAII,"Pil C, Ben Cristovao",Slovakia,2020-10,214348,10
20390,bad guy,Billie Eilish,South Africa,2019-04,214488,1
20391,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,South Africa,2019-04,177316,2
20392,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",South Africa,2019-04,173671,3
20393,Wow.,Post Malone,South Africa,2019-04,149858,4
20394,Old Town Road,Lil Nas X,South Africa,2019-04,144143,5
20395,Eastside (with Halsey & Khalid),benny blanco,South Africa,2019-04,137401,6
20396,7 rings,Ariana Grande,South Africa,2019-04,128652,7
20397,Happier,"Marshmello, Bastille",South Africa,2019-04,128643,8
20398,Without Me,Halsey,South Africa,2019-04,126332,9
20399,Dancing With A Stranger (with Normani),Sam Smith,South Africa,2019-04,123785,10
20400,bad guy,Billie Eilish,South Africa,2019-05,215159,1
20401,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,South Africa,2019-05,207320,2
20402,I Don't Care (with Justin Bieber),Ed Sheeran,South Africa,2019-05,204072,3
20403,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",South Africa,2019-05,144434,4
20404,Eastside (with Halsey & Khalid),benny blanco,South Africa,2019-05,136743,5
20405,Talk (feat. Disclosure),Khalid,South Africa,2019-05,136083,6
20406,Wow.,Post Malone,South Africa,2019-05,133485,7
20407,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,South Africa,2019-05,125104,8
20408,If I Can't Have You,Shawn Mendes,South Africa,2019-05,120658,9
